IMG Genome ID 	Culture Collection	Genome Name	Domain	Phylum	Class	Order	Family	Genome Size (bp)	Gene Count	CDS Count	% Coding Bases	% G+C	No. of Scaffolds	Check M Completeness (%)	Gap (%)	N/L50	N/L90	CDS in KEGG	% CDS in KEGG	CDS in COG	% CDS in COG	CDS in Pfam	% CDS in Pfam	GenBank ID/Accession
2522572182	DSMZ	Pseudonocardia asaccharolytica DSM 44247	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	5056835	5091	5023	89.58	71.74	72	99	0.053	9/173 KB	33/35 KB	1339	26.66	2968	59.09	3955	78.74	AUII00000000
2523533612	DSMZ	Sediminimonas qiaohouensis DSM 21189	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	3554982	3528	3466	89.75	63.81	67	99.55	0.031	8/146 KB	30/35 KB	1212	34.97	2503	72.22	2961	85.43	AUIJ00000000
2524023148	DSMZ	Solirubrobacter soli DSM 22325	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	9313965	8699	8642	93.96	71.43	50	99.57	0.019	8/421 KB	23/108 KB	1730	20.02	4767	55.16	6517	75.41	AUIK00000000
2524614594	DSMZ	Sporomusa ovata DSM 2662	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	5223661	5239	5061	86.39	43.26	109	100	0.05	14/116 KB	50/25 KB	1297	25.63	2964	58.57	3982	78.68	AUIL00000000
2524614815	DSMZ	Stappia stellulata DSM 5886	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	4623171	4314	4239	89.52	64.68	12	99.89	0.099	3/994 KB	6/352 KB	1468	34.63	3217	75.89	3722	87.80	AUIM00000000
2524614607	DSMZ	Streptococcus devriesei DSM 19639	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2123272	2130	2068	88.10	41.75	18	100	0.146	3/159 KB	10/64 KB	775	37.48	1614	78.05	1831	88.54	AUIN00000000
2522572191	DSMZ	Streptococcus plurextorum DSM 22810	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2108894	2149	2089	89.15	41.07	34	98.88	0.134	5/137 KB	15/47 KB	642	30.73	1409	67.45	1708	81.76	AUIO00000000
2523533542	DSMZ	Streptococcus porci DSM 23759	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	2290936	2357	2298	88.66	40.72	35	100	0.084	6/125 KB	17/42 KB	696	30.29	1518	66.06	1866	81.20	AUIP00000000
2524614634	DSMZ	Tetragenococcus muriaticus DSM 15685	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	2083574	2184	2079	85.98	35.95	110	99.34	0.015	19/30 KB	65/10 KB	722	34.73	1535	73.83	1806	86.87	AUIQ00000000
2523231049	DSMZ	Thalassobaculum salexigens DSM 19539	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	5084548	4776	4708	90.51	67.36	12	100	0.086	2/1122 KB	4/614 KB	1493	31.71	3462	73.53	4058	86.19	AUIR00000000
2523533554	DSMZ	Thermithiobacillus tepidarius DSM 3134	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Thermithiobacillaceae	2958498	2968	2902	90.05	66.84	43	100	0.004	7/148 KB	27/32 KB	931	32.08	2048	70.57	2457	84.67	AUIS00000000
2524023142	DSMZ	Thermodesulfobacterium hveragerdense DSM 12571	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	1729593	1804	1753	92.71	37.03	42	99.17	0.198	8/77 KB	25/26 KB	692	39.48	1227	69.99	1493	85.17	AUIT00000000
2523533630	DSMZ	Thermodesulfovibrio thiophilus DSM 17215	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	1871474	1973	1920	94.06	34.42	18	99.08	0.029	4/221 KB	10/48 KB	756	39.38	1356	70.63	1659	86.41	AUIU00000000
2523533544	DSMZ	Thermomonas fusca DSM 15424	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	3151451	2978	2920	91.72	67.9	52	99.83	0.074	10/128 KB	26/33 KB	958	32.81	2046	70.07	2486	85.14	AUIV00000000
2522572193	DSMZ	Thermus antranikianii DSM 12462	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	2165150	2321	2262	94.96	64.77	33	100	0.07	4/218 KB	16/28 KB	823	36.38	1654	73.12	1929	85.28	AUIW00000000
2522125157	DSMZ	Salinimicrobium terrae DSM 17865	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	3546872	3253	3195	90.21	40.34	21	99.62	0.053	4/386 KB	11/105 KB	844	26.42	1911	59.81	2571	80.47	AUKI00000000
2524614767	ATCC	Methylococcus capsulatus Texas, ATCC 19069	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	3266263	3091	3019	91.90	63.51	20	99.94	0.075	4/302 KB	12/79 KB	974	32.26	2004	66.38	2492	82.54	AUKJ00000000
2524614597	DSMZ	Arenibacter latericius DSM 15913	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	4485548	3853	3779	86.45	36.8	105	99.67	0.056	16/94 KB	50/26 KB	821	21.73	2084	55.15	2995	79.25	AUKX00000000
2524614654	DSMZ	Solobacterium moorei DSM 22971	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	2341073	2507	2431	90.29	37.04	170	100	0.021	31/23 KB	102/7 KB	590	24.27	1353	55.66	1779	73.18	AUKY00000000
2523533613	DSMZ	Streptococcus castoreus DSM 17536	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	1883536	1879	1824	85.41	37.77	42	100	0.1	7/81 KB	24/26 KB	617	33.83	1261	69.13	1538	84.32	AUKZ00000000
2524614855	DSMZ	Acidaminococcus intestini DSM 21505	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	2282467	2265	2190	87.52	49.91	55	100	0.169	11/55 KB	33/27 KB	679	31.00	1531	69.91	1855	84.70	AULA00000000
2523533532	DSMZ	Actinomadura rifamycini DSM 43936	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	8387322	7706	7617	90.13	74.1	76	100	0.003	10/245 KB	34/79 KB	1661	21.81	4744	62.28	6123	80.39	AULB00000000
2524614650	DSMZ	Aerococcus urinaeequi DSM 20341	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	1994221	1874	1808	86.72	39.24	10	98.9	0.09	2/299 KB	5/184 KB	740	40.93	1486	82.19	1635	90.43	AULC00000000
2524023149	DSMZ	Agrococcus lahaulensis DSM 17612	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	2677837	2687	2632	92.95	72.51	13	100	0.046	2/659 KB	6/79 KB	794	30.17	1798	68.31	2165	82.26	AULD00000000
2524614883	DSMZ	Paenibacillus taiwanensis DSM 18679	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	5249585	4780	4679	85.92	44.79	21	99.73	0.091	3/566 KB	9/254 KB	1212	25.90	2985	63.80	3779	80.77	AULE00000000
2523533576	DSMZ	Pedobacter glucosidilyticus DSM 23534	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	4021020	3524	3469	90.42	34.34	62	100	0.132	10/120 KB	28/37 KB	845	24.36	1913	55.15	2738	78.93	AULF00000000
2524614658	DSMZ	Photobacterium halotolerans DSM 18316	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	4692057	4363	4257	87.00	50.8	54	97.64	0.217	5/264 KB	17/85 KB	1351	31.74	3039	71.39	3617	84.97	AULG00000000
2523533619	DSMZ	Pleomorphomonas koreensis DSM 23070	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	4620652	4306	4241	87.87	67.18	73	99.35	0.014	7/211 KB	22/45 KB	1456	34.33	3098	73.05	3674	86.63	AULH00000000
2524023244	DSMZ	Pontibacillus halophilus DSM 19796	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	3672713	3825	3731	87.76	42.66	37	98.66	0.028	6/255 KB	19/50 KB	1010	27.07	2477	66.39	3055	81.88	AULI00000000
2524023192	DSMZ	Pontibacillus marinus BH030004, DSM 16465	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	4278979	4410	4278	85.82	38.48	78	99.33	0.094	12/98 KB	44/24 KB	1164	27.21	2713	63.42	3425	80.06	AULJ00000000
2523533581	DSMZ	Gryllotalpicola ginsengisoli DSM 22003	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	2944984	2815	2758	92.61	70.93	23	99.24	0	3/375 KB	9/61 KB	808	29.30	1923	69.72	2346	85.06	AULK00000000
2523533629	DSMZ	Chryseobacterium palustre DSM 21579	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	2982326	2784	2692	90.12	41.47	18	100	0.041	4/375 KB	8/128 KB	680	25.26	1529	56.80	2084	77.41	AULL00000000
2526164742	DSMZ	Desulfobacterium anilini DSM 4660	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	4667344	4105	4040	85.19	58.75	107	99.35	0.057	10/108 KB	45/22 KB	1156	28.61	2461	60.92	3218	79.65	AULM00000000
2524023249	DSMZ	Luteimonas mephitis DSM 12574	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	3416011	3112	3058	88.66	68.46	18	99.48	0.005	3/510 KB	7/217 KB	874	28.58	2080	68.02	2518	82.34	AULN00000000
2524614573	DSMZ	Marinospirillum minutulum DSM 6287	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	2836070	2704	2638	93.10	43.12	14	96.45	0.025	3/371 KB	7/161 KB	988	37.45	1968	74.60	2334	88.48	AULO00000000
2523533546	DSMZ	Melitea salexigens DSM 19753	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	3435542	3270	3213	92.13	55.12	21	100	0.039	4/266 KB	11/145 KB	967	30.10	2329	72.49	2789	86.80	AULP00000000
2524023204	DSMZ	Mesoflavibacter zeaxanthinifaciens DSM 18436	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	2966206	2767	2698	92.70	31.4	21	99.67	0.026	4/338 KB	9/126 KB	651	24.13	1519	56.30	2106	78.06	AULQ00000000
2523533558	DSMZ	Microbacterium indicum DSM 19969	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	2813787	2703	2644	92.68	71.38	29	98.99	0.063	4/208 KB	14/70 KB	831	31.43	1872	70.80	2269	85.82	AULR00000000
2585427556	DSMZ	Microbacterium luticocti DSM 19459	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	3166379	2899	2840	90.46	70.68	1	99.49	0.06	5/196 KB	15/76 KB	874	30.77	1934	68.10	2371	83.49	AULS00000000
2524023058	DSMZ	Oceanospirillum beijerinckii DSM 7166	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	5327432	4635	4537	84.82	47.77	100	100	0.207	16/105 KB	48/37 KB	1305	28.76	3060	67.45	3845	84.75	AULT00000000
2524023086	DSMZ	Paenibacillus assamensis DSM 18201	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	5029868	4520	4415	85.46	43.23	33	99.73	0.113	5/375 KB	16/67 KB	1169	26.48	2833	64.17	3618	81.95	AULU00000000
2523533617	DSMZ	Paenibacillus harenae DSM 16969	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	6970274	6377	6249	87.23	50.68	29	99.73	0.023	3/791 KB	11/178 KB	1724	27.59	3965	63.45	5195	83.13	AULV00000000
2524023087	DSMZ	Paenibacillus pasadenensis DSM 19293	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	5716295	4971	4870	86.78	63.07	50	99.62	0.306	9/261 KB	26/73 KB	1330	27.31	3142	64.52	4068	83.53	AULW00000000
2524023129	DSMZ	Paenibacillus pinihumi DSM 23905	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	6762674	6170	6064	86.55	48.53	46	99.73	0.102	5/364 KB	20/100 KB	1546	25.49	3724	61.41	4866	80.24	AULX00000000
2524614816	DSMZ	Desulfovibrio acrylicus DSM 10141	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	3406986	3071	2965	85.62	45.02	15	100	0.015	3/687 KB	6/186 KB	962	32.45	2014	67.93	2459	82.93	AULY00000000
2526164711	DSMZ	Desulfovibrio africanus DSM 2603	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	4407912	4062	3996	85.25	61.1	42	100	0.048	7/194 KB	24/45 KB	1052	26.33	2416	60.46	3159	79.05	AULZ00000000
2524023062	DSMZ	Desulfovibrio aminophilus DSM 12254	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	3419064	3311	3253	90.96	66.16	25	100	0.137	5/310 KB	12/88 KB	959	29.48	2068	63.57	2656	81.65	AUMA00000000
2524614599	DSMZ	Flexibacter elegans DSM 3317	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	4030713	3505	3450	86.48	47.87	15	99.09	0.146	4/513 KB	8/245 KB	760	22.03	1784	51.71	2509	72.72	AUMD00000000
2523533623	DSMZ	Prevotella corporis DSM 18810	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	2806034	2558	2503	86.19	43.99	85	98.99	0.334	12/61 KB	45/18 KB	530	21.17	1173	46.86	1806	72.15	AUME00000000
2523533531	DSMZ	Tenacibaculum ovolyticum DSM 18103	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	4124462	3769	3688	89.80	29.53	34	99.33	0.053	5/242 KB	15/92 KB	746	20.23	1871	50.73	2690	72.94	AUMF00000000
2523533627	DSMZ	Prevotella timonensis 4401737, DSM 22865	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	3158180	2838	2766	86.96	42.37	125	99.11	0.021	19/54 KB	61/16 KB	557	20.14	1238	44.76	1978	71.51	AUMG00000000
2523533552	DSMZ	Alicyclobacillus herbarius DSM 13609	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	3312393	3324	3224	87.34	57.13	58	98.56	0.061	10/137 KB	26/27 KB	1033	32.04	2152	66.75	2666	82.69	AUMH00000000
2524614635	DSMZ	Anaeroarcus burkinensis DSM 6283	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	3340241	3222	3133	89.70	48.98	21	100	0.019	4/380 KB	12/90 KB	1100	35.11	2297	73.32	2717	86.72	AUMI00000000
2524614808	DSMZ	Aneurinibacillus terranovensis DSM 18919	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	4249450	4358	4224	85.26	44.79	99	98.15	0.227	16/76 KB	51/23 KB	1344	31.82	2708	64.11	3451	81.70	AUMJ00000000
2523533620	DSMZ	Aquimarina latercula DSM 2041	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	6245252	5610	5543	89.92	32.21	28	99.62	0.028	4/430 KB	12/148 KB	930	16.78	2535	45.73	3821	68.93	AUMK00000000
2524023059	DSMZ	Aquimarina muelleri DSM 19832	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	4903219	4179	4108	87.09	31.33	101	99.62	0.057	14/112 KB	43/35 KB	842	20.50	2113	51.44	3022	73.56	AUML00000000
2524614856	DSMZ	Tuberibacillus calidus DSM 17572	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	3244441	3306	3210	83.34	43.91	82	98.26	0.242	15/72 KB	48/19 KB	959	29.88	2054	63.99	2641	82.27	AUMM00000000
2524023227	DSMZ	Arthrobacter castelli DSM 16402	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	4585800	4516	4452	89.33	63.58	49	99.08	0.07	9/197 KB	24/68 KB	1113	25.00	2826	63.48	3508	78.80	AUMN00000000
2526164741	DSMZ	Azohydromonas australica DSM 1124	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	8788758	8047	7961	86.89	68.46	143	99.14	0.432	14/202 KB	59/30 KB	2015	25.31	4967	62.39	6312	79.29	AUMO00000000
2523533616	DSMZ	Fictibacillus gelatini DSM 15865	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	4173218	4434	4314	86.20	41.36	70	99.34	0.095	8/145 KB	30/28 KB	1219	28.26	2760	63.98	3531	81.85	AUMP00000000
2524023229	DSMZ	Bacillus kribbensis DSM 17871	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	5054217	5043	4914	81.66	42.93	39	99.32	0.177	7/325 KB	19/57 KB	1330	27.07	3130	63.70	3981	81.01	AUMQ00000000
2524614636	DSMZ	Bacillus panaciterrae DSM 19096	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	5413701	5536	5397	78.45	40.47	190	99.19	0.19	21/80 KB	87/12 KB	1322	24.50	3170	58.74	4258	78.90	AUMR00000000
2524023225	DSMZ	Chitinilyticum aquatile DSM 21506	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	3687537	3562	3485	89.21	60.32	29	99.96	0.023	4/334 KB	13/94 KB	1030	29.56	2352	67.49	2826	81.09	AUMS00000000
2523533536	DSMZ	Chryseobacterium daeguense DSM 19388	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	4214564	4109	4013	88.84	36.13	25	100	0.004	5/367 KB	16/89 KB	793	19.76	1967	49.02	2839	70.75	AUMT00000000
2523533548	DSMZ	Chryseobacterium gregarium DSM 19109	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	4444801	4155	4053	87.07	39.31	43	100	0.024	6/262 KB	17/104 KB	784	19.34	2018	49.79	2861	70.59	AUMU00000000
2524614857	DSMZ	Deinococcus ficus DSM 19119	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	4146402	4075	4000	89.73	69.96	39	99.57	0.002	6/233 KB	20/50 KB	984	24.60	2434	60.85	2977	74.43	AUMV00000000
2524023147	DSMZ	Desulfotomaculum alcoholivorax DSM 16058	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	3473068	3589	3494	86.82	46.85	65	99.91	0.151	11/121 KB	32/38 KB	1012	28.96	2083	59.62	2779	79.54	AUMW00000000
2524614668	DSMZ	Methanocorpusculum bavaricum DSM 4179	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	1706782	1801	1744	88.61	51.3	27	98.21	0.244	4/171 KB	13/37 KB	601	34.46	1167	66.92	1355	77.69	AUMX00000000
2526164710	DSMZ	Clostridium difficile DSM 1296	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	4215232	3935	3861	83.93	28.38	31	99.51	0.08	5/267 KB	15/95 KB	1030	26.68	2518	65.22	3214	83.24	AUOX00000000
2510065032	DSMZ	Meiothermus chliarophilus ALT-8, DSM 9957	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	4688964	4645	4570	87.68	68.66	9	99.22	0.497	1/3079 KB	3/261 KB	1091	23.87	2574	56.32	3341	73.11	AUQW00000000
2523231016	DSMZ	Prevotella intermedia DSM 20706	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	2566583	2236	2182	85.91	43.3	22	99.32	0.065	5/210 KB	12/66 KB	531	24.34	1098	50.32	1637	75.02	AUTZ00000000
2524614760	DSMZ	Leminorella grimontii DSM 5078	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	4222128	3878	3765	86.90	53.86	38	99.36	0.009	4/341 KB	15/65 KB	1243	33.01	2804	74.48	3258	86.53	AUUA00000000
2526164522	DSMZ	Terrisporobacter glycolicus DSM 1288	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	4022488	3969	3886	87.72	28.38	18	100	0.043	1/2636 KB	4/189 KB	1001	25.76	2485	63.95	3206	82.50	AUUB00000000
2524023161	DSMZ	Blautia producta DSM 2950	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	6090726	5726	5628	89.00	45.64	73	99.36	0.128	9/219 KB	29/54 KB	1300	23.10	3385	60.15	4488	79.74	AUUC00000000
2515154214	DSMZ	Propionibacterium acnes DSM 1897	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	2478994	2329	2273	90.80	60.05	10	99.43	0	2/894 KB	4/193 KB	833	36.65	1536	67.58	1849	81.35	AWZZ00000000
2513237116	DSMZ	Alicyclobacillus pomorum DSM 14955	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	3400337	3534	3416	85.60	53.69	37	99.2	0.005	7/198 KB	19/51 KB	1053	30.83	2202	64.46	2730	79.92	AXAR00000000
2511231049	DSMZ	Adhaeribacter aquaticus MBRG1.5, DSM 16391	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	5168091	4607	4561	85.73	39.64	4	100	0.023	1/4834 KB	1/4834 KB	933	20.46	2399	52.60	3281	71.94	AXBK00000000
2502545039	DSMZ	Pontibacter actiniarum KMM 6156, DSM 19842	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	4952578	4387	4342	86.09	53.14	23	99.97	0	3/573 KB	9/204 KB	922	21.23	2383	54.88	3300	76.00	AXBP00000000
2528768146	DSMZ	Solimonas soli DSM 21787	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	4186503	3843	3785	91.19	68.46	34	100	0.077	5/321 KB	14/80 KB	1157	30.57	2711	71.62	3270	86.39	AXDW00000000
2528311143	DSMZ	Porphyromonas uenonis DSM 23387	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	2254407	1833	1774	87.53	52.42	29	99.92	0.658	4/228 KB	13/59 KB	529	29.82	1009	56.88	1439	81.12	AXVC00000000
2528768237	ATCC	Xanthomonas oryzae ATCC 35933	Bacteria	Proteobacteria	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	4285634	4133	4070	84.63	63.65	264	100	0.43	44/33 KB	141/8 KB	1148	28.21	2310	56.76	3188	78.33	AXVI00000000
2527291724	DSMZ	Runella limosa DSM 17973	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	7555966	6298	6252	91.22	44.13	78	100	0.324	7/350 KB	26/70 KB	993	15.88	3011	48.16	4547	72.73	AXVJ00000000
2528768179	DSMZ	Paucisalibacillus globulus DSM 18846	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	4240115	4281	4187	84.57	35.76	36	98.01	0.111	6/262 KB	17/79 KB	1087	25.96	2659	63.51	3410	81.44	AXVK00000000
2528311094	DSMZ	Leptotrichia trevisanii DSM 22070	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	2858261	2758	2703	86.23	30.18	79	100	0.435	10/94 KB	34/22 KB	703	26.01	1387	51.31	1866	69.03	AXVL00000000
2528768012	DSMZ	Comamonas badia DSM 17552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	3681020	3550	3489	92.18	65.96	24	96.21	0	3/474 KB	9/105 KB	1264	36.23	2651	75.98	3095	88.71	AXVM00000000
2528768167	DSMZ	Blautia wexlerae DSM 19850	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	4510502	4297	4207	86.30	41.41	211	99.37	0	34/42 KB	116/11 KB	998	23.72	2375	56.45	3293	78.27	AXVN00000000
2529292584	DSMZ	Bifidobacterium choerinum DSM 20434	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	2037324	1671	1607	87.23	65.72	20	99.7	0	5/148 KB	13/52 KB	547	34.04	1120	69.70	1344	83.63	AXVO00000000
2523533535	DSMZ	Glycomyces arizonensis DSM 44726	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	5048579	4653	4589	88.22	70.05	49	99.46	0.056	8/194 KB	26/59 KB	1003	21.86	2631	57.33	3478	75.79	AXWO00000000
2528311092	DSMZ	Psychromonas arctica DSM 14288	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	4745897	4219	4083	82.14	37.61	81	100	0.444	8/155 KB	37/32 KB	1275	31.23	2831	69.34	3504	85.82	AXWP00000000
2528311093	DSMZ	Desulfovibrio alaskensis DSM 16109	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	3559764	3276	3202	88.71	57.96	27	100	0.092	4/343 KB	10/130 KB	990	30.92	2114	66.02	2648	82.70	AXWQ00000000
2528768209	DSMZ	Meiothermus taiwanensis DSM 14542	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	3022275	3046	2989	91.02	63.44	73	99.57	0.138	13/79 KB	42/20 KB	958	32.05	2023	67.68	2435	81.47	AXWR00000000
2529292503	DSMZ	Derxia gummosa DSM 723	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	5190924	4414	4357	90.40	69.85	16	99.52	0.067	3/872 KB	7/185 KB	1329	30.50	3114	71.47	3753	86.14	AXWS00000000
2527291725	DSMZ	Deinococcus murrayi DSM 11303	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	2767614	2756	2699	91.11	69.23	53	99.15	0.286	7/133 KB	23/28 KB	804	29.79	1779	65.91	2119	78.51	AXWT00000000
2529292556	DSMZ	Thermodesulfovibrio islandicus DSM 12570	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	2048874	2141	2086	94.07	34.17	20	100	0.266	4/188 KB	11/56 KB	783	37.54	1458	69.89	1808	86.67	AXWU00000000
2528768184	DSMZ	Anaerobiospirillum succiniciproducens DSM 6400	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	3806756	2346	2268	71.96	43.48	156	99.71	0.227	25/46 KB	79/14 KB	759	33.47	1401	61.77	1739	76.68	AXWV00000000
2528768220	DSMZ	Actinokineospora inagensis DSM 44258	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	7278759	6453	6372	87.74	70.21	98	100	0.027	20/117 KB	60/37 KB	1281	20.10	3377	53.00	4697	73.71	AXWW00000000
2523231056	DSMZ	Atopobium fossor DSM 15642	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	1657369	1542	1487	91.85	45.34	4	100	0.047	1/1085 KB	3/226 KB	507	34.10	1074	72.23	1252	84.20	AXXR00000000
2534682370	ATCC	Acholeplasma multilocale ATCC 49900	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	930509	881	839	92.09	30.67	12	98.87	0.057	2/284 KB	4/77 KB	281	33.49	520	61.98	615	73.30	AXXW00000000
2528311097	DSMZ	Halalkalicoccus jeotgali B3, DSM 18796	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	3637498	3915	3861	86.89	62.63	35	99.84	0	5/266 KB	15/64 KB	914	23.67	2110	54.65	2601	67.37	AXZD00000000
